text,label
"আজ মেরি ফ্রিজ আচ্ছা নকসে বান্ধ পর্গায়া
 ""আমার washing মেশিনটি সাইকেলের মাঝখানে ভেঙে যাওয়ার পরে হতাশ বোধ করছি। hope  এটি একটি  easyসমাধান!"" My dishwasher just broke down and I have a sink full of dishes to do...একটি মজার পরিস্থিতি নয় ""अप्रत्याशित खर्चे कभी मजेदार नहीं होते... बस मेरे एचवीएसी सिस्टम के लिए मरम्मत बिल के साथ हिट हो गया।"" keno jontropati sobsomoy kharap somoye vhenge pore bole mone hoy? meramotkarike call korar somoy""",Negative
"আজ মুঝে বহত আকেলা মেসো সো রাহা হে
 ""একাকীত্বের সাথে মোকাবিলা করা hard হতে পারে, কিন্তু আমি একে একে একদিন নিচ্ছি"" Missing the উষ্ণতা এবং সংযোগ  of being around others, but trying to stay positive and hopefu ""अभी कुछ कठिन भावनाओं से निपटना, लेकिन मुझे पता है कि समर्थन के लिए पहुंचना महत्वपूर्ण है"" ""edaning kisuta kharap bodh korsi kintu besto thakar chesta korsi abong soto muhurtoguli te ananda khuje pete",Negative
"মেয়েরা প্রিপারেশন বাতি আচ্ছা তা ফির ভি ম্যানে এক্সামল বহত খারাপ কিয়া
 ""আমার mistake থেকে শিখে এবং আমার exam পাস না করার পরে এগিয়ে যাওয়া।"" Feeling down after receiving my exam results,কিন্তু আমি জানি আমি আবার চেষ্টা করতে পারি ""मेरी परीक्षा में असफल होना दुनिया का अंत नहीं है, और मैं मजबूत वापसी करने के लिए दृढ़ हूं।"" 
""amar porikkhar folafol pawar por mon kharap kintu ami jani ami abar chesta korte pari",Negative
"আপ মেরি জিন্দেগি কি কুছ ভি আচ্ছা নেহি লাগতা
 কাজের ক্রমাগত pressure সত্যিই আমাকে পাচ্ছে। Feeling anxious about the ভবিষ্যৎ , but trying to stay আশাবাদী . यह याद रखना कि तनाव और चिंता से निपटने के दौरान मदद मांगना ठीक है। aj manosik chap o uddeg e vhar onuvhob korsen",Negative
"ক্যাসেট দুনিয়া চুপকে হইলো গো কি উপর তে হয় বুরা বর্টাব করতে হে
 weak কারো উপর অবিচারের প্রভাব দেখা সত্যিই হৃদয়বিদারক। It's painful to see how some people can treat others with such cruelty and disrespect, বিশেষ করে যারা ইতিমধ্যেই দুর্বল।
 यह देखकर बहुत दुख होता है कि कैसे कुछ लोग दूसरों के साथ इतनी क्रूरता से व्यवहार कर सकते हैं, खासकर उनके लिए जो पहले से ही कमजोर हैं। lokera onnoder bises kore jader itimoddhee durbol tader jonno kotota bedona abong koster karon hote pare ta dekhe hridoybidarokলোকেরা অন্যদের, বিশেষ করে যারা ইতিমধ্যেই দুর্বল তাদের জন্য কতটা বেদনা এবং কষ্টের কারণ হতে পারে তা দেখে হৃদয়বিদারক।",Negative
"কিত্না ভি কোশিশ কারলো মুঝে নক্রি মিলতা হি নেহি।
 
""আমার future ক্যারিয়ারের সম্ভাবনা নিয়ে উদ্বিগ্ন feel করছি।"" Feeling frustrated with the lack of responses fromসম্ভাব্য নিয়োগকর্তাদের ""संभावित नियोक्ताओं से प्रतिक्रियाओं की कमी से निराश महसूस करना।"" ""chakri onusondhan prokriya dara obhivhuto bodh""",Negative
"পাতা নেহি কিউ মেরি ইস প্রজেক্ট বারবার হি খারাপ হো যাতিহে
 
""আমার ব্যক্তিগত প্রকল্পে একটি big ধাক্কার সম্মুখীন হওয়ার পর hopeless বোধ করছি। কিন্তু আমি এখনও হাল ছাড়ছি না।"" জীবন অপ্রত্যাশিত হতে পারে. My project hit a major setback, but I'm using this as an opportunity to strengthen my resilience ""मेरी परियोजना में एक बड़ी बाधा आने के बाद यह एक कठिन सप्ताह रहा है। लेकिन मैं एक समय में एक कदम आगे बढ़ता रहूंगा।"" 
""sotorkota r sathe porikolpona kora sottew o amar prokolpoti akti boro somossay poresilo kintu ami ashabadi royesi abong akti somadhan khojar dike mononibesh korsi",Negative
"আজ মুঝে পাতা চাল রাহা হে কি মেরি ভবিষ্যৎ পুর অন্ধকার
 সামনে যা আছে তা নিয়ে অনিশ্চয়তা সত্ত্বেও positive থাকার চেষ্টা করা। Recognizing the potential risks and challenges that the future may hold,কিন্তু তবুও আশাবাদী থাকা यह स्वीकार करते हुए कि भविष्य अज्ञात है लेकिन विश्वास है कि चीजें अंत में काम करेंगी। samne ja ase ta niye onissit sotteo itibachok thakarchesta kora",Negative
"মে অব ইতনে সাল বাদ ভি ঠিক সে কাম নেহি কর পার হাহাহু
 Finding ways to manage stress and অতিরিক্ত কাজ করা এড়ানো অত্যন্ত গুরুত্বপূর্ণ Struggling to find time for ব্যায়াম এবং স্বাস্থ্যকর  eating habits ""व्यक्तिगत दायित्वों के साथ काम की माँगों को संतुलित करना एक निरंतर करतब दिखाने वाला कार्य है। ""so- jotno ke ogradhikar dewa abong burn out arano guruttopurno",Negative
"মেরি প্রজেক্ট কি উপর মেরি বাসনে আচ্ছা কমেন্ট নেহি কিয়া 
""নেতিবাচক reaction পাওয়া সহজ নয়, কিন্তু আমি honest মূল্যায়নের জন্য কৃতজ্ঞ।"" I know it's important to be receptive to feedback, এমনকি যখন শুনতে কষ্ট হয় ""नकारात्मक प्रतिक्रिया सुनने में कभी मज़ा नहीं आता, लेकिन मुझे पता है कि यह विकास और सुधार का एक आवश्यक हिस्सा है।"" ""somalochona shona kothin kintu ami jani ati amake  nijer akti vhalo songskoron hote sahajjo korbe",Negative
"হামারি আন্দার বাতে কম হলে কে বৈশাছে উস্কিয়ার মেরি রস্তে পে দারা রাহি হে
 আমি শিখছি যে ভাল যোগাযোগের জন্য অনুশীলন এবং ধৈর্য লাগে, তবে endপর্যন্ত এটি valueable।"" When communication breaks down, it's easy to feel hurt and defensive, কিন্তু আমি খোলা মনের সাথে পরিস্থিতির কাছে যেতে শিখছি ""कभी-कभी, ऐसा लगता है कि हम अलग-अलग भाषाएं बोल रहे हैं, और आम जमीन खोजना मुश्किल है।"" ""vhul bujhabujhi ghotte pare tobe jinisgulo poriskar korar abong agiye jawar chesta kora amader upor nirvhor kore""",Negative
"আজ সেক্সটার্নাল ফ্যাক্টরি কি বাজার সে মেনে এক বারা ক্লায়েন্ট  খো দিয়া হে
 একজন client হারানো হতাশাজনক হলেও, আমি positive থাকতে বেছে নিচ্ছি এবং অভিজ্ঞতা থেকে আমি যে পাঠগুলি শিখতে পারি তার উপর ফোকাস করছি। Disappointed to lose a client, but I am confident that with hard work and determination,আমি সফল হওয়ার নতুন সুযোগ খুঁজে পাব।
 एक ग्राहक को खोना कठिन है, लेकिन मैं अनुभव के लिए आभारी हूं और नए अवसरों की प्रतीक्षा कर रहा हूं जो मेरे रास्ते में आ सकते हैं। 
akjon client haranor pore kisuta hotas bod korsi tobe ami etibachok thakte abong vhobissoter dike mononibesh kora beche nissi.",Negative
"মুজে বহুত দুঃখ হউয়া ইয়ে শুঁকে কি কোই মেরি বারিমে গলায় আফ্যা ফেক রহে হে
 ""এটি দুর্ভাগ্যজনক যখন লোকেরা rumor এবং lie ছড়ায়, তবে আমি এটির উপরে উঠতে পছন্দ করি।"" ""I won't let the words of others bring me down.আমি আমার সত্য জানি  and that's all that matters.""
 ""यह निराशाजनक है जब लोग अफवाहें और झूठ फैलाना चुनते हैं, लेकिन मुझे सच्चाई पता है।"" ""ami onner netibachok kotha amake niche namate debo na .ami amar sotto jani",Negative
"আপ মুঝে ইতনা জিমেদারী সামহালা নাহি যা রাহা
  হচ্ছে আপনি work এবং দায়িত্বের মধ্যে ডুবে যাচ্ছেন। 
ইতিবাচক থাকার চেষ্টা করছেন, but feeling overwhelmed and burned out.
 ऐसा महसूस होना कि आप काम और जिम्मेदारियों के कभी न खत्म होने वाले चक्र में फंस गए हैं kromagoto cahidaabong chap theke biroti kamona korsi",Negative
"এসি ক্লায়েন্ট কো সামালা মুশকিল হে নেহি নামুমকিন হে
 hard ক্লায়েন্টদের সাথে কাজ করা hardহতে পারে, কিন্তু আমি শান্ত এবং পেশাদার থাকার চেষ্টা করি। Handling difficult clients can be a test of patience, but I try to stay positive andএকটি রেজোলিউশন খোঁজার দিকে মনোনিবেশ করি
 कभी-कभी मुझे प्रभावी संचार रणनीतियों को विकसित करने के लिए सहकर्मियों के साथ कठिन क्लाइंट इंटरैक्शन की भूमिका निभाने में मदद मिलती है। 
grahok porisebay kaj kora challenging hote pare kintu ami sobsomoy amar dokkhota unnoto korar upay khujsi",Negative
"আজ ও এক্সিডেন্ট মেরি আখোকে সামনে আভি ভি আই রহে হে
 মানসিক truma থেকে নিরাময় সময় এবং ধৈর্য লাগে, কিন্তু এটি প্রচেষ্টার value। Seeking professional help is a সাহসী এবং সক্রিয় step towards healing from the impact of trauma.
 आघात का प्रभाव लंबे समय तक बना रह सकता है, लेकिन प्रभावी उपचार और मुकाबला करने की रणनीतियाँ हैं। truma jonito obhiggotar pore mokabel korar somoy so jotnoke ogradhikar dewa guruttopurno",Negative
"মেরি করিবি দোস্তকে ইয়ে সচ মুঝে আব কিসি অর কো বিশ্বাস নেহি কারনা দেবে
 ""এটা আশ্চর্যজনক যে কিভাবে একটি invent সবকিছু পরিবর্তন করতে পারে। এই নতুন বাস্তবতার চারপাশে আমার মাথা মোড়ানোর চেষ্টা করছি।"" Sometimes, the truth can feel like a betrayal. But in the end,মিথ্যা বেঁচে থাকার চেয়ে সত্য জানা ভাল ""जब आपको लगता है कि आप किसी को जानते हैं, और तब आप कुछ ऐसा खोजते हैं जो सब कुछ बदल देता है। यह निगलने में एक कठिन गोली है, लेकिन मैं इसे एक दिन में एक बार ले रहा हूं।"" ""sotto gras kora kothin hote pare kintu ata sobsomoy oggotar moddhe beche thakar cheye vhalo .amar samner poth khuje ber korar chesta kora",Negative
"হ্যাঁ অর কুছ বোলনেলাহে পা রহি হি মুঝে বিশ্বাস  নেহি হো রাহা হে কি মেরি জিন্দেগি মেরি ইয়ে হো রাহা হে
 হতাশা একজন great শিক্ষক হতে পারে, যা আমাদের experience থেকে শিখতে এবং বেড়ে উঠতে সাহায্য করে। 
আমরা যতই হতাশ বোধ করি না কেন, it's important to remember that we have the strength to overcome any obstacle.
 निराशा कठिन हो सकती है, लेकिन यह याद रखना महत्वपूर्ण है कि असफलता केवल एक अस्थायी झटका है। hotasha kothin hote pare tobe ati mone rakha guruttopurno je berthota kebol akti osthayi  bipotti.",Negative
"দিল কি বিমারী মেরি দিন বা দিন বার রহি হে
 ""আমার একটি longterm state  থাকতে পারে, কিন্তু এটি আমাকে সংজ্ঞায়িত করে না।"" আজকের দিনটি কঠিন হতে পারে, but I'm reminding myself to take things one moment at a time. ""मेरी स्वास्थ्य स्थिति की चुनौतियों के अनुकूल होना सीखना एक यात्रा रही है, लेकिन मैं इसे एक समय में एक कदम उठा रहा हूं।"" amar sastho akti challenge hote pare kintu ami amar lokkho sere dissi na """,Negative
"মেরি ভাই কো উসকে পয়ার খনে কি হাম হতে দেখ মুঝে বহুত তাকলিফ হো রাহা হে
 মানসিক স্বাস্থ্যের চ্যালেঞ্জের সাথে প্রিয়জনকে fight করা হৃদয়বিদারক। আমি তাদের way ভালবাসা এবং সমর্থন পাঠাচ্ছি. If you're struggling with addiction or mental health challenges, know that you are worthy of love and support. আপনি একা এই মাধ্যমে যেতে হবে না.
 यदि आप किसी ऐसे व्यक्ति को जानते हैं जो नशे की लत या मानसिक स्वास्थ्य चुनौतियों से जूझ रहा है, तो उनसे संपर्क करें और उन्हें बताएं कि आप उनके लिए वहां हैं। apni jodi amon kawke chenen jini asokti ba manosik sasther challenge r sathe lorai korsen  tar sathe jogajog korun abong tader janan je apni tader jonno asen ",Negative
"মুঝে পাতা হে কি ধোনও কি দোনো অপশন হে বুরা হে পার ফির ভি মে কুছ নেহি করতা রহি হু
 ""আমি কখনই ভাবিনি যে আমি এই অবস্থানে থাকব, তবে আমি একটি hard সিদ্ধান্তের মুখোমুখি হয়েছি যার জন্য সতর্ক বিবেচনার প্রয়োজন।"" এটি একটি কঠিন সিদ্ধান্ত, but I know that I have the courage and resilience to see it through. ""मैं प्रत्येक विकल्प के पेशेवरों और विपक्षों को तौलने की कोशिश कर रहा हूं, लेकिन यह आसान नहीं है जब दोनों में कमियां हों।"" ""ami protiti bikolper subidha abong osubidhaguli ojon korar chesta korsi kintu jokhon tader uvhoy e truti thake tokhon ata sohoj noy.""",Negative
"আজ মিরী সাবছে বারা খওয়াইস খাতাম হোগেয়া
 ""হতাশার মুখে ইতিবাচক থাকার try করা এবং forword এগিয়ে যাওয়া।"" যদিও এটি ছেড়ে দেওয়া কঠিন, I'm choosing to focus on new possibilities and stay open to what comes next ""निराश है कि चीजें योजना के अनुसार काम नहीं कर पाईं, लेकिन रास्ते में सीखे गए पाठों के लिए आभारी हूं।"" ""sopno ke biday janano kokhonoi sohoj noy tobe jibon amake porobortite kothaw niye jay ta dekhe ami uttejito",Negative
"ইস বার বন্যা মেরি গাও কো পুরি খতম কারকে গয়া হে
 ""harican পরবর্তী পরিস্থিতি মোকাবেলা করা hard ছিল, কিন্তু আমরা ধীরে ধীরে আমাদের পায়ে ফিরে আসছি।"" Sending চিন্তাভাবনা এবং প্রার্থনা to those impacted by the recent volcanic eruption. Stay strong. ""मेरा दिल हाल की जंगल की आग से प्रभावित लोगों के साथ है। आइए हम उन्हें अपने विचारों में रखें और हम जो कर सकते हैं वह करें।"" 
""dabanole khotigrosthoder jonno chinta o parthona pathano hosse.sobai nirapod a thakun.""",Negative
"ইয়ে মে বিশ্বাস নেহি কর পা রহি হি কি বিনা কোই বাজা  কি মুঝে জেল লে জা রাহা হে
 ""ফলাফল নিয়ে hopeless, তবে আমি বিচারকের সিদ্ধান্তকে honour করি।"" রায়ে হতাশ but grateful for the support of my friends and family throughout the legal process ""मैं निर्णय से सहमत नहीं हो सकता, लेकिन मैं इससे आगे बढ़ने और भविष्य पर ध्यान केंद्रित करने के लिए तैयार हूं।"" ""aini prokriyati oprottasito hote pare tobe ati je bondho kore day tar jonno ami kritoggo""",Negative
"মে জিত্না ভি কোশিশ কারলো না কিউ ম্যায় পড়ি পয়সা যুগের নেহি কর পা  রাহি হো
 ""অর্থ সংকট থাকলেও positive এবং আশাবাদী থাকার try করা।"" Taking steps to improve my financial situation,একবারে একটি ছোট পদক্ষেপ। ""इस वित्तीय संघर्ष के माध्यम से मेरी मदद करने के लिए उपलब्ध समर्थन और संसाधनों के लिए आभारी महसूस कर रहा हूं।"" ""ati sesh kora kothin kintu amar ja ase tar jonno ami kritoggo""",Negative
"মুঝে বিনা কোই ওয়াযাহ কি নকৃ সে নিকলা গয়া
 আজকের দিনটি পরিকল্পনা মতো হয়নি। আমি কিছু reaction পেয়েছি যা আমি আমার পারফরম্যান্স পর্যালোচনাতে hope করিনি। আজকের দিনটি সেরা ছিল না. I didn't get the response I was hoping for after pitching an idea to my team. अभी कुछ खोया हुआ और निराश महसूस कर रहा हूँ। मैंने जिस स्नातक कार्यक्रम के लिए आवेदन किया था, उससे मुझे खारिज कर दिया गया। 
aj aktu lorai hoyeche ami je sommelone uposthaponar jonno abedon koresi tate ami grihito hoini",Negative
"নিজের বিশ্বাসই নেহি হোতা মেরি দোস্ত নে মুঝে দেগা দিয়া
 আজকের দিনটি পরিকল্পনা মতো হয়নি। আমি কিছু reaction পেয়েছি যা আমি আমার পারফরম্যান্স পর্যালোচনাতে hope করিনি। Processing the hurt and pain of betrayal and এগিয়ে যাওয়ার উপায় খুঁজে বের করার চেষ্টা করা ""इस तथ्य को स्वीकार करते हुए कि विश्वास एक मूल्यवान वस्तु है जिसे हल्के में नहीं लिया जाना चाहिए।"" ""ami vebesilam je bondhutter jonno khoti abong sok bodh korsi""",Negative
"মুঝে বিশ্বাস নেহি হোতা কি মেরি পাপা আব নেহি রহে
 
""যে ব্যক্তি সর্বদা আমার নোঙ্গর হয়েছে তার শূন্যতার সাথে সামঞ্জস্য করার try করছি।"" Feeling the loss of someone who has always been there for me,যাই হোক না কেন। ""किसी ऐसे व्यक्ति की अनुपस्थिति के साथ कठिन समय से गुजरना जो हमेशा मेरे लिए रहा हो।"" ""amon akjon r onuposthiti onuvhob korsi jini sobsomoy kothin somoye jini sobsomoy a amar sila silen """,Negative
"আব মে অর মানসিক তারা সে ইয়ে সব নেহি লে পয়নগী
 ""এই hard সময়ে প্রিয়জনদের সমর্থনের জন্য thankfull।"" Reaching out to friends and family for সমর্থন এবং নির্দেশনার ""अभिभूत महसूस कर रहा हूं, लेकिन खुद को याद दिला रहा हूं कि मैं इससे उबरने के लिए काफी मजबूत हूं।"" 
""akti challenging poristhiti mokabela kora abong ake ake akdin newa """,Negative
"কাম ইটনা জ্যদা হউয়া হে কি মেহ সম্ভাল নেহি কর পা রহি হি
 
""আজ আমার দায়িত্বের weight অনুভব করছি, কিন্তু আমি জানি আমি এটি cross করব।"" একটু অভিভূত বোধ করছি but I'm staying focused on my goals and taking things one day at a time. ""आज थोड़ा थका हुआ महसूस कर रहा हूं, लेकिन जब मुझे उनकी आवश्यकता होती है और ध्यान केंद्रित रहता है तो मैं ब्रेक लेता हूं।"" 
""ati akti pagol besto soptaho hoyeche kintu ami sobkisur upore  thakar jonno jotha saddho chesta korsi ",Negative
"না বলে হউয়া পয়ার কি দরদ বহুত হতে হে
 অসম্পূর্ণ ইচ্ছার মুখোমুখি হওয়া hard, কিন্তু আমি ছেড়ে দিয়ে peace খোঁজার জন্য কাজ করছি।"" ""
অনুপস্থিত ভালবাসা কখনই সহজ নয় but I'm learning to find joy in other areas of my life. ""मुझे वह प्यार नहीं मिल सकता है जो मैं अभी चाहता हूं, लेकिन मैं अपने जीवन में प्यार के अन्य रूपों की सराहना करना सीख रहा हूं।"" ""oprottasito vhalobasay aghat kora abong hotas howa thik ase tobe ami ati amake songayito korte debo na """,Negative
"আজ মুঝে ফির সে নকরি সে রিজেকশন মিলাহে
 ""আবার প্রত্যাখ্যান করা হয়েছে, কিন্তু আমি এটিকে পরের বার উন্নতি করার এবং আরও well করার জন্য একটি শেখার chance হিসাবে নিচ্ছি।"" The news wasn't what I was hoping for, but I'm using this as a chance to reflect and মূল্যায়ন করার সুযোগ হিসাবে ব্যবহার করছি৷ ""आज एक अस्वीकृति पत्र मिला, लेकिन मुझे पता है कि हर 'नहीं' मुझे 'हां' के करीब लाता है।"" ""thik ase ami je khbr ti asha korsilam ta noy tobe ami jani amar kase onnano bikolpo abong sujog royeche""",Negative
"নয়া প্রজেক্ট কে লিয়ে মুঝে মেরি দোস্ত ঘারবালো সে বহত দূর জানা পাড়েগা
 ""একটি পদক্ষেপ নিয়ে think করা এবং সামনের সিদ্ধান্তের ওজন feel করা।"" Thinking about the potential চ্যালেঞ্জ এবং সুবিধাof a big move. ""संभावित स्थानांतरण के बारे में आज कुछ समाचार प्राप्त हुए। भविष्य के बारे में अनिश्चितता महसूस हो रही है।"" ""somvhabbo sthanantorer chap abong er sathe asha challenge guli onuvhob kora""",Negative
"পাতা নাহি মেরি পারসিকে প্রবলেম কেয়া হে
 ""একটি challenging প্রতিবেশীর সাথে একটি পরিস্থিতি পরিচালনা করা, কিন্তু এটি মোকাবেলার জন্য step নেওয়া।"" Trying to resolve a difficult situation with a neighbor,তবে আশাবাদী ""कुछ सामुदायिक मुद्दों का सामना करना जो नेविगेट करने में कठिन हैं, लेकिन शांत रहने की कोशिश कर रहे हैं।"" ""akti protibeshi birodh akti najjo abong somman jonk upaye somadhan korar chesta kora""",Negative
"ওয়াক্ত এসা গুজার রাহা হে কি হামারি লং ডিসটেন্স রিশতা আব নেহি হো পা রাহা হে
 ""দীর্ঘ-দূরত্বের সম্পর্কের সর্বোচ্চ use করার try করছি।"" Long-distance relationships aren't easy, তবে তারা এটির মূল্যবান ""आज अपने महत्वपूर्ण दूसरे को याद कर रहे हैं, लेकिन मुझे पता है कि हम जल्द ही एक दूसरे को देखेंगे।"" 
""ata alada howa kothin kintu amra songjukto thakar jonno amader jothasadhho chesta korsi""",Negative
"এক নয়া কাপড় খারিডা ঠা জিস্মে এক ছেদ হে মুঝে নেহি পাতা ইয়ে মেরি সাথ হি কিউ হোতা হে
 আমি যে পরিষেবাটি পেয়েছি তাতে একটি ত্রুটি invent করার পরে হতাশা বোধ করছি। আমি hope করি কোম্পানি পরিস্থিতি সংশোধন করতে পারবে। Feeling disappointed after discovering a hidden flaw in the construction of my new furniture. গ্রাহক সেবা কল করার সময় मेरे नए स्थापित सॉफ़्टवेयर में एक छिपी हुई खामी का पता चलने के बाद नाराज़गी महसूस हो रही है। आशा है कि यह जल्द ही ठीक हो सकता है! amar notun gadget r designe akti truti khuje peye hotas company jinis thik korte pare asha kori",Negative
"মেরি বিশ্বাস নেহি হোতা কি উনলগো নে আখ্রি উক্ত পার মানা কার দিয়া
 
সত্যিই ইভেন্টের জন্য open ছিল, কিন্তু দুর্ভাগ্যবশত এটি cancle করা হয়েছে. Was really looking forward to the gathering, but unfortunately, টি শেষ মুহূর্তে বাতিল করা হয়েছে। ""इस कार्यक्रम में शामिल होने के लिए पूरी तरह तैयार था, लेकिन दुर्भाग्यपूर्ण खबर मिली कि इसे रद्द कर दिया गया है।"" 
""event a jog dite uttejito silo kintu durvhaggo bosoto ati batil kora hoyesilo""",Negative
"আজ মেরি খুদকি পেছন নেহি হে ইস ওয়াজা সে উনলোগো নে আশা বর্টাফ কিয়া হে
 ""আমি hope করি লোকেরা আমার পরিচয়ের বাইরে দেখতে পাবে এবং আমার সাথে right আচরণ করবে।"" My identity is a part of who I am, and it should be celebrated,বৈষম্য করা নয় ""प्रत्येक व्यक्ति अपनी पृष्ठभूमि या पहचान की परवाह किए बिना सम्मान और सम्मान के साथ व्यवहार करने का हकदार है।"" ""ami onno karo kusongskarke ami ke nirdharon korte dite osikar kori",Negative
"মেরি মা কো আখরী সনে কি গহনে কিসী নে চুরা কিয়া
 
""একটি valueable জিনিসের ক্ষতির সাথে fight করা যা কখনও প্রতিস্থাপন করা যায় না।"" It's tough losing something that had আবেগপূর্ণ value to you ""यह सीखना एक कठिन सबक है जब आपको पता चलता है कि जो चीजें एक बार स्थायी लगती थीं, वे एक पल में गायब हो सकती हैं।"" 
""apnar kase abegpurno mullo silo amon kisu harano kothin",Negative
"মেরি প্রমোশন উনলোগণে বিনা কোই ওয়াজঃ কি মেরি জুনিয়র কো দে দিয়া
 
""কিছু thing শুধু হওয়ার জন্য নয়। new সুযোগগুলিতে ফোকাস করার সময়।"" 
আমি একটি বিপত্তি আমাকে সংজ্ঞায়িত হতে দেব না. Time to bounce back and keep striving for greatness ""जीवन में हमेशा कर्वबॉल फेंकने का एक तरीका होता है। आगे बढ़ते रहना चाहिए।"" 
""hotash kintu porajito noi. ami safoller jonno chesta chaliye jabo""",Negative
"মে মেরি প্রবলেম কো মেরি ঘর ওয়াল কি সাথ  বোল নেহি পা রহি হি
 ""আমার সম্পর্ককে শক্তিশালী করার জন্য বিভিন্ন যোগাযোগের trickগুলি search করা।"" Challenged by communication issues with my partner, but একটি সমাধান খুঁজে পেতে প্রতিশ্রুতিবদ্ধ ""मेरे साथी के साथ संचार चुनौतियों को नेविगेट करना, लेकिन सकारात्मक परिणाम के लिए आशान्वित।"" ""amar priyojonke aro vhalovhabe bojhar jonno amar shonar dokkhota unnoto korar upaygulir protifolon kora""",Negative
"পাতা নেহি কিউ মেরি কম্পিউটার হার বার কাম কি ওয়াক্ট বন্ধ হয়ে জাতি হে
 
""দীর্ঘশ্বাস...technology আজ আমাকে fail করছে, কিন্তু আমি এখনও হাল ছাড়ছি না।"" Sometimes technology can be more trouble than it's worth! সমস্যা সত্ত্বেও ইতিবাচক থাকার চেষ্টা ""मेरे कंप्यूटर/फोन/टैबलेट के साथ कुछ समस्याएं हैं, लेकिन मैं इसे एक समय में एक कदम के माध्यम से प्राप्त करूंगा।"" 
""kisu projuti somossa somadhaner chesta korsi kintu ami jani ami sesh porjnto ati ber korbo""",Negative
"ইস জব কি আন্ডার মেরি দাম ঘোড়া হে
 
""শুধু একটি hard পেশাদার দ্বিধা মাধ্যমে আমার পথ খুঁজে বের করার try করছি।"" ইতিবাচক থাকার চেষ্টা করাand keep an open mind about new opportunities ""थोड़ा खोया हुआ महसूस कर रहा हूं और इस बारे में अनिश्चित हूं कि मेरे करियर का अगला कदम क्या होना चाहिए। ""dhoirjo dhore thakar chesta korsi abong amar pesadar poth somporke khola mon rakhte",Negative
"আজ মে রস্টে পে সাবকি সামনে গির গয়া অর সবই লগ হস্নে লাগে
 ""আমার best মুহূর্ত নয়।"" I'm কৃতজ্ঞ for the support system I have ""कभी-कभी जीवन अप्रत्याशित हो सकता है।"" ""akta muhurto ami borong vhule jete chai""",Negative
"মুঝে আব আশা লাগত হে কি মে কোই ভি কাম কি নেহি হিউ
 ""এখনই প্রচুর আত্ম-সন্দেহ fight করা হচ্ছে।"" Dealing with feelings of self-doubt, but আমার শক্তিতে ফোকাস করার চেষ্টা করছি ""हाल ही में खुद पर विश्वास करने में कठिनाई हो रही है, लेकिन इसे एक दिन में एक बार लेने की कोशिश कर रहा हूं।"" ""nijeke bissas korte somossa hosse kintu ata niye kaj korsi""",Negative
"জব মে রিয়েলিটি কো সমঝা তব মেরি লিয়ে সব ইজি হো গয়া
 
""আমি আমার জীবনের এই new অধ্যায়ের সাথে সামঞ্জস্য করার সাথে সাথে reflection হতে এবং পুনরায় সংগঠিত হতে কিছু time নিচ্ছি।"" জীবন বিস্ময় পূর্ণ, and I'm working on cultivating the resilience to weather any storm ""परिवर्तन डरावना हो सकता है, लेकिन मैं प्रतिकूलता का सामना करने के लिए लचीलापन बनाने और ताकत खोजने पर काम कर रहा हूं।"" poriborton kokhonoi sohoj noy kintu er sathe asha path abong briddhir jonno ami kritoggo",Negative
"মেরি মা কি সাথ মেরি লেকার বাত কাভি নেহি মিলতি হে
 
""একটি মতবিরোধের পরে নিষ্কাশন feeling।"" Feeling exhausted after a tough আলোচনার ""एक चुनौतीपूर्ण बातचीत के बाद भावनात्मक रूप से कमजोर महसूस करना।"" karo sathe kothin kothopokothon r maddhome kaj kora",Negative
"জিন্ডিজিমে আব মে ইন্সপায়ার নেহি পা রহি হু
 ""আমার আবেগকে পুনরুজ্জীবিত করার এবং inspirationপাওয়ার way খুঁজছি।"" Struggling to find motivation today,কোনো টিপস বা পরামর্শ ""आज प्रेरित होने में कठिनाई हो रही है, इस दुर्गंध से बाहर निकलने के तरीकों की तलाश कर रहे हैं।"" aj shuru korar onuperona khuje pete akti kothin somoy hosse""",Negative
"আগার মেনে কসিস কিয়া হোতা টো ফির ও মেরি হতো হোতা
 ""অতীতের দিকে মনোযোগ না দিয়ে ভবিষ্যতের দিকে মনোনিবেশ করা।"" অতীতের ভুলগুলি ছেড়ে দেওয়া and embrace new opportunities."" ""पिछले विकल्पों के परिणामों को स्वीकार करना और भविष्य में बेहतर बनाने का प्रयास करना।"" ""vhobissot safoller jonno onuperona hisebe otiter vhulguli bebohar kora",Negative
"মেরি প্যারেন্টস মুঝে ইয়ে মাং কেসে সাক্তে হে
 ""আমি আমার জীবনের অন্যান্য দিকগুলির সাথে পিতামাতার চাহিদার balance বজায় রাখতে fight করছি।"" একজন পরিচর্যাকারী হিসেবে, I know the importance of self-care and am making it a priority ""एक देखभालकर्ता होने के लिए बहुत समय और प्रयास की आवश्यकता होती है, लेकिन मैं सर्वोत्तम संभव देखभाल प्रदान करने के लिए समर्पित हूं।"" ""obhibhabokotto amar jiboner sobcheye folproshu tobuo challenging obhiggotar moddhe akti",Negative
